0.793060331353548,0.7469521725539231,0.8962175679899969,0.9113785557986871,0.933729290403251,0.9432635198499532,0.9421694279462332,0.9524851516098781,0.9623319787433573,0.9681150359487339,0.9782744607689903,0.9782744607689903,0.9599874960925289,0.9417005314160675,0.9862457017818068,0.9793685526727102,0.9923413566739606,0.9899968740231322,0.9882775867458581,0.9848390121913098,0.9857768052516411,0.9860894029384183,0.9923413566739606,0.9917161613004064,0.9895279774929665,0.9915598624570178,0.9957799312285089,0.9956236323851203,0.9951547358549546,0.997499218505783,0.9981244138793373,0.9985933104095029,0.9981244138793373,0.9996874023132228,0.9976555173491716,0.9996874023132228,0.9956236323851203,0.9939043451078462,0.9982807127227259,0.9979681150359487
0.8374492028758987,0.9474835886214442,0.9753047827446076,0.9735854954673335,0.9904657705532979,0.993279149734292,0.9951547358549546,0.9959362300718975,0.997499218505783,0.9981244138793373
0.8496405126602063,0.9363863707408565,0.9423257267896218,0.9856205064082526,0.986870897155361
