0.5651969981238274,0.6036585365853658,0.6205440900562852,0.6271106941838649,0.6468105065666041,0.6435272045028143,0.6486866791744841,0.6402439024390244,0.6547842401500938,0.6524390243902439,0.6458724202626641,0.648217636022514,0.6444652908067542,0.6538461538461539,0.6519699812382739,0.6416510318949343,0.6468105065666041,0.6463414634146342,0.6575984990619137,0.6547842401500938,0.6636960600375235,0.6557223264540337,0.6590056285178236,0.6529080675422139,0.6543151969981238,0.6561913696060038,0.6557223264540337,0.6566604127579737,0.6561913696060038,0.6622889305816135,0.6552532833020638,0.648217636022514,0.6585365853658537,0.6627579737335835,0.6543151969981238,0.6547842401500938,0.6613508442776735,0.6566604127579737,0.6519699812382739,0.6580675422138836,0.6538461538461539,0.6627579737335835,0.6618198874296435,0.6543151969981238,0.6580675422138836,0.6660412757973734,0.6552532833020638,0.6594746716697936,0.6594746716697936,0.6575984990619137,0.6697936210131332
0.526735459662289,0.5347091932457786,0.551594746716698,0.5586303939962477,0.5703564727954972,0.5708255159474672,0.5886491557223265,0.5909943714821764,0.5928705440900562,0.5881801125703565,0.5966228893058161,0.6022514071294559,0.5961538461538461,0.5947467166979362,0.5933395872420263,0.5863039399624765,0.5877110694183865,0.5914634146341463,0.5905253283302064,0.5975609756097561,0.5952157598499062,0.5970919324577861,0.5961538461538461,0.5928705440900562,0.600844277673546
0.5792682926829268,0.5984990619136961,0.6041275797373359,0.6172607879924953,0.6341463414634146,0.6261726078799249,0.6294559099437148,0.6383677298311444,0.6407129455909943
