0.5773679274773367,0.6058143169740544,0.6342607064707722,0.6716161300406377,0.7264770240700219,0.7453891841200375,0.7644576430134417,0.7813379180994061,0.791653641763051,0.8085339168490153,0.8247889965614255,0.8271334792122538,0.8497968115035949,0.8519849953110347,0.8671459831197249,0.8638637074085652,0.8788683963738668,0.8790246952172553,0.8876211316036261,0.8959049703032198,0.895123476086277,0.9015317286652079,0.9030947170990935,0.9080962800875274,0.9065332916536417,0.9121600500156298,0.9090340731478587,0.9152860268834011,0.9145045326664583,0.9141919349796811,0.9090340731478587,0.9093466708346358,0.9145045326664583,0.9209127852453892,0.912472647702407,0.9149734291966239,0.919193497968115,0.9198186933416693,0.9204438887152235,0.9180994060643951,0.9206001875586121,0.9274773366677087,0.9221631759924976,0.9226320725226633,0.9243513597999374,0.9287277274148171,0.9281025320412629,0.9252891528602688,0.9235698655829947,0.9229446702094405,0.927008440137543
0.5376680212566427,0.5734604563926227,0.60737730540794,0.6336355110972178,0.670834635823695,0.6958424507658644,0.7286652078774617,0.7602375742419506,0.7882150672085027,0.8096280087527352,0.834166927164739,0.8577680525164114,0.8783994998437011,0.903251015942482,0.9246639574867146,0.9338855892466396,0.9490465770553298,0.9573304157549234,0.9617067833698031,0.9645201625507971,0.9688965301656768,0.9738980931541107,0.9784307596123789,0.9795248515160988,0.9792122538293216
0.5803376055017193,0.6064395123476086,0.6631759924976555,0.685683025945608,0.7217880587683652,0.7514848390121913,0.7716473898093155,0.8061894341981869,0.8222882150672085
