0.6538461538461539,0.6191369606003753,0.6871482176360225,0.6885553470919324,0.7087242026266416,0.6923076923076923,0.6951219512195121,0.7021575984990619,0.7054409005628518,0.7073170731707317,0.7101313320825516,0.7035647279549718,0.6951219512195121,0.6852720450281425,0.7124765478424016,0.7063789868667918,0.7129455909943715,0.7096622889305816,0.7040337711069419,0.7059099437148217,0.7059099437148217,0.6951219512195121,0.7096622889305816,0.7101313320825516,0.7063789868667918,0.7101313320825516,0.7106003752345216,0.7171669793621013,0.7204502814258912,0.7181050656660413,0.7134146341463414,0.7176360225140713,0.7181050656660413,0.7166979362101313,0.7227954971857411,0.7162288930581614,0.7120075046904315,0.725140712945591,0.7199812382739212,0.7115384615384616
0.5670731707317073,0.6050656660412758,0.6135084427767354,0.6121013133208255,0.6116322701688556,0.6135084427767354,0.6130393996247655,0.6153846153846154,0.626641651031895,0.626641651031895
0.649155722326454,0.6913696060037523,0.6880863039399625,0.7059099437148217,0.7106003752345216
